datetime,machineID,volt,rotate,pressure,vibration,volt_mean_3h,volt_std_3h,volt_mean_24h,volt_std_24h,rotate_mean_3h,rotate_std_3h,rotate_mean_24h,rotate_std_24h,pressure_mean_3h,pressure_std_3h,pressure_mean_24h,pressure_std_24h,vibration_mean_3h,vibration_std_3h,vibration_mean_24h,vibration_std_24h,error1_flag_count_24h,error2_flag_count_24h,error3_flag_count_24h,error4_flag_count_24h,error5_flag_count_24h,days_since_maint_comp2,days_since_maint_comp4,days_since_maint_comp3,days_since_maint_comp1,model,age,fail_next_24h
2015-01-01 23:00:00,3,167.077251532242,383.881356716058,113.894607841264,40.2303193083143,172.19633160883268,5.73106460257125,168.92340194496154,10.809795557216791,404.952043120367,19.377232960576947,454.1523653167801,48.90281009648584,108.0822742510336,10.092037629962991,100.3620169245152,10.542271392858106,40.14049036028667,1.4130953632702965,36.28964524324251,5.179911382208829,0.0,0.0,0.0,0.0,0.0,34.708333333333336,184.70833333333331,199.70833333333331,139.70833333333334,model3,8,0
2015-01-01 23:00:00,62,171.611506645104,507.756234900818,93.6435422680053,50.2788285292603,164.223163974057,7.561984255152895,162.92103707968087,8.41302173898668,465.9292042083417,45.81263388958747,448.9170318037943,45.28542177021293,104.62808360180576,12.733849107838946,98.20263627673462,9.349076078279966,40.75580997057831,12.831745534210102,38.088262357993045,6.418768369614218,0.0,0.0,0.0,0.0,0.0,79.70833333333333,139.70833333333334,49.708333333333336,124.70833333333331,model4,20,0
2015-01-01 23:00:00,98,168.440657202829,498.398073318532,74.5266462121167,29.0461914248622,172.51722254056668,20.15328328928783,171.4739329010215,10.583756581087831,481.6466135357117,21.07710770257688,437.5781590227826,49.81429366505719,84.72785943731827,10.417350788474366,95.80452219326334,10.124507180575,35.3329273204074,5.934260056815436,40.62442758151903,6.547444653767722,0.0,0.0,0.0,0.0,0.0,64.70833333333333,94.70833333333331,124.70833333333331,124.70833333333331,model2,20,0
2015-01-01 23:00:00,96,151.70852468611,378.31036713156,97.5329982828903,44.8197446677576,172.52553632983336,23.480944470385168,172.06942463386744,15.472347352387334,388.4286467170253,72.420700969522,441.0061368574584,54.88900973647189,102.92572498870142,5.710269172338455,98.57990189767936,10.369391399813646,42.64581994602333,3.074803970182231,41.39947778029568,5.817129633897223,0.0,0.0,0.0,0.0,0.0,139.70833333333334,139.70833333333334,139.70833333333334,214.70833333333331,model2,10,0
2015-01-01 23:00:00,84,166.925363652859,531.228147652879,86.4801832070165,38.7661494931665,165.48700559816635,1.299399847105744,171.35048258674766,17.947612802214657,481.16432909402266,44.93648152542835,475.13131297920256,42.283205371792064,94.52462344428564,19.65489366951687,97.09433516702016,10.446267038045583,40.301542919121935,1.4636142750789756,41.35369556966086,3.5448995215863595,0.0,0.0,0.0,0.0,0.0,199.70833333333331,214.70833333333331,49.708333333333336,49.708333333333336,model3,9,0
2015-01-01 23:00:00,91,171.179242610716,489.140510357548,114.397332941117,37.1241169092182,184.9057556131927,12.059696472870572,174.6468318892269,14.751048213718178,358.569215069171,114.15327018483843,381.0819051099351,53.3607592883712,103.49881028096422,12.144133458007056,101.59093475053557,9.321523526497735,41.3424785439186,3.833147270543937,41.02085125930344,3.94886405145321,0.0,0.0,0.0,0.0,0.0,49.708333333333336,94.70833333333331,184.70833333333331,19.70833333333333,model4,17,0
2015-01-01 23:00:00,53,140.561968593911,451.659751642097,85.6694861972195,39.2519725835579,163.34566576391634,20.756854075534264,170.65955581203923,12.867069708468597,418.659812862159,30.58732412141101,449.8721637476021,35.00152823156905,106.40569419722117,18.85650914045607,106.7194605821111,10.74736530900689,40.77458025311717,8.609085144586397,38.55874846500985,5.541774554249051,0.0,0.0,0.0,0.0,0.0,64.70833333333333,19.70833333333333,79.70833333333333,34.708333333333336,model3,5,0
2015-01-01 23:00:00,95,185.095690166273,391.128163057196,122.653395048108,40.8416524482654,187.87711514255037,9.690229806983774,178.86818470044471,15.715544164947394,450.572198602888,89.04371308950773,465.6711255474142,55.80293916696433,128.746320560038,11.580055001959076,127.615444405741,9.248626570755238,44.51142046352237,5.4459284075707926,42.22184002134156,4.920805174787296,0.0,0.0,0.0,0.0,0.0,124.70833333333331,214.70833333333331,184.70833333333331,199.70833333333331,model2,18,0
2015-01-01 23:00:00,55,154.823029152077,542.460411244063,108.71290506257,44.1118283274158,180.43348810062733,22.270367316932308,171.40642141156633,16.747380727380914,519.7788621207851,61.671315619738216,462.98379439570766,56.86750498151976,98.00163757550654,14.266814740064929,100.48222983882506,11.804575024288535,38.74651740961474,5.760029353897956,40.3392783908096,6.182777801235371,0.0,0.0,0.0,0.0,0.0,4.708333333333333,199.70833333333331,79.70833333333333,199.70833333333331,model3,17,0
2015-01-01 23:00:00,68,178.569658236367,332.377140859389,111.337032515241,57.8737683191318,177.7984135240937,7.505908467713392,171.1705350140505,10.877024626782168,424.2348049419609,82.74877263183932,466.9677467849065,51.2259261477816,104.86468483403188,5.9563391774917145,101.05510658849708,11.13189190531338,52.191300966997936,8.556623810906691,51.442160795917545,5.935638250505946,0.0,0.0,0.0,0.0,0.0,19.70833333333333,79.70833333333333,34.708333333333336,109.70833333333331,model3,10,0
